,address,lat,long,PIN,date,description,tokenized_final,cost,value,year
296767,1814 BELT ST,39.269407,-76.60564,1945041,01/06/2016,install new plumbing fixtures and electric water heater. replace and rework water and sanitary lines. new gas lines for new 15k btu stove and 100k btu furnace. sewage ejector pitt and 15' underground piping as per code.,"['install', 'plumbing', 'fixtures', 'electric', 'water', 'heater', 'replace', 'rework', 'water', 'sanitary', 'lines', 'gas', 'lines', '15k', 'btu', 'stove', '100k', 'btu', 'furnace', 'sewage', 'ejector', 'pitt', 'underground', 'piping']",2500.0,386000.0,2016
403029,20 N STREEPER ST,39.292867,-76.576952,1729066,08/22/2016,reconstruct water waste installation of sump pump sewage ejector  dish wash  refrigerator  2 full bath  1 hose bid  water heater electric. as per code.,"['reconstruct', 'water', 'waste', 'installation', 'sump', 'pump', 'sewage', 'ejector', 'dish', 'wash', 'refrigerator', 'full', 'bath', 'hose', 'bid', 'water', 'heater', 'electric']",5000.0,165600.0,2016
47072,3603 2ND ST,39.237589,-76.608878,7081021,06/07/2016,replace sewage ejector pump as per code.,"['replace', 'sewage', 'ejector', 'pump']",600.0,165000.0,2016
316052,110 N POTOMAC ST,39.293685,-76.574868,1713101,07/12/2016,relocate gas range 42k btu's; relocate gas furnace 110k btu's; install sewage injection put and pump for new basement bath; install 3 piece bathroom in basement to include 1 shower  1 toile & 1 vanity; replace one toilet  one vanity  and 1 shower on second floor; replace one kitchen group; replace waste and water lines. as per code. *hvac by others*,"['relocate', 'gas', 'range', '42k', 'btu', ""'s"", 'relocate', 'gas', 'furnace', '110k', 'btu', ""'s"", 'install', 'sewage', 'injection', 'put', 'pump', 'basement', 'bath', 'install', 'piece', 'bathroom', 'basement', 'include', 'shower', 'toile', 'vanity', 'replace', 'one', 'toilet', 'one', 'vanity', 'shower', 'second', 'floor', 'replace', 'one', 'kitchen', 'group', 'replace', 'waste', 'water', 'lines', '*hvac', 'others*']",600.0,218000.0,2016
301155,943 N PATTERSON PARK AVE,39.301761,-76.585314,1590022,02/22/2016,rough in for 12 plumbing fixtures  1 sewage pump system reconstruct waste & water.  gas to 1 furnace 100k btu  1 stove - 40k btu  1 water heater 50k btu.  hvac done by others.  as per code,"['rough', 'plumbing', 'fixtures', 'sewage', 'pump', 'system', 'reconstruct', 'waste', 'water', 'gas', 'furnace', '100k', 'btu', 'stove', '40k', 'btu', 'water', 'heater', '50k', 'btu', 'hvac', 'done', 'others']",5000.0,220000.0,2016
318132,728 UMBRA ST,39.284485,-76.550181,6694E053,08/01/2016,non-structural alterations/exterior work - sewage line replacement 4 inches (front yard) as per code.,"['non-structural', 'alterations/exterior', 'sewage', 'line', 'replacement', 'inches', 'front', 'yard']",2000.0,124800.0,2016
330069,3807 FAIT AVE,39.283656,-76.564767,6455030,12/06/2016,install 3 full bathroom 1 kitchen sink  1 hose bib  electric water heater sewage ejector pump   1 laundry box. 80 000 btu furnace  20 000 btu stove to supply natural gas . hvac done by others as per code.,"['install', 'full', 'bathroom', 'kitchen', 'sink', 'hose', 'bib', 'electric', 'water', 'heater', 'sewage', 'ejector', 'pump', 'laundry', 'box', 'btu', 'furnace', 'btu', 'stove', 'supply', 'natural', 'gas', 'hvac', 'done', 'others']",1000.0,327567.0,2016
399914,115 N BELNORD AVE,39.29383,-76.578426,1711111,03/23/2016,install new water and waste lines to 16 new fixures. install new lines to a 75 000 btu furnace and 46 000 btu stove. install 50 gal electric water heater. install new drain tile and sump pump and sewage ejector in basement. work done to code.,"['install', 'water', 'waste', 'lines', 'fixures', 'install', 'lines', 'btu', 'furnace', 'btu', 'stove', 'install', 'gal', 'electric', 'water', 'heater', 'install', 'drain', 'tile', 'sump', 'pump', 'sewage', 'ejector', 'basement', 'done']",5500.0,222567.0,2016
321309,328 E 26TH ST,39.319599,-76.611556,3837092,09/09/2016,reconstruct waste and vent and water piping for 2 full bathrooms  1 kitchen  1 laundry. install 1- 50 gallon electric hot water heater. install 1 sewage ejector basin and pump. install 1 sump pump and basin. reconstruct the existing gas piping for 1 furnace  1 range  1 dryer . hvac by others as per code.,"['reconstruct', 'waste', 'vent', 'water', 'piping', 'full', 'bathrooms', 'kitchen', 'laundry', 'install', '1-', 'gallon', 'electric', 'hot', 'water', 'heater', 'install', 'sewage', 'ejector', 'basin', 'pump', 'install', 'sump', 'pump', 'basin', 'reconstruct', 'existing', 'gas', 'piping', 'furnace', 'range', 'dryer', 'hvac', 'others']",2000.0,120467.0,2016
403408,3404 LYNDALE AVE,39.31646,-76.575606,4178K048,09/28/2016,install plumbing in the dwelling unit listed above. 2 bathrooms  2 toilets  2 vanities  1 shower and tub combo  1 stand up shower located in basement  1 sewage ejector pump. 1 gas water heater  1 range  1 furnace. hvac by others. as per code,"['install', 'plumbing', 'dwelling', 'unit', 'listed', 'bathrooms', 'toilets', 'vanities', 'shower', 'tub', 'combo', 'stand', 'shower', 'located', 'basement', 'sewage', 'ejector', 'pump', 'gas', 'water', 'heater', 'range', 'furnace', 'hvac', 'others']",2500.0,72133.0,2016
331579,533 N CURLEY ST,39.29763,-76.575825,1660047,12/01/2016,re-pipe water and waste for 11 fixtures including a sewage ejector pump electric water heater gas line for stove 30 000 btu and furnace 60k btu as per code,"['re-pipe', 'water', 'waste', 'fixtures', 'including', 'sewage', 'ejector', 'pump', 'electric', 'water', 'heater', 'gas', 'line', 'stove', 'btu', 'furnace', '60k', 'btu']",4000.0,30333.0,2016
330821,827 N MONTFORD AVE,39.300433,-76.583803,1608014,12/01/2016,bldg. com2016-210213 full bathrooms  laundry  kitchen sink garbage disposal dishwasher hose bibb sump pump sewage ej. gas line for stove 40k  furnace 70k btu 40k dryer 40k,"['bldg', 'com2016-210213', 'full', 'bathrooms', 'laundry', 'kitchen', 'sink', 'garbage', 'disposal', 'dishwasher', 'hose', 'bibb', 'sump', 'pump', 'sewage', 'ej', 'gas', 'line', 'stove', '40k', 'furnace', '70k', 'btu', '40k', 'dryer', '40k']",4000.0,10800.0,2016
400783,270 S ROBINSON ST,39.288775,-76.57242,1761044,04/01/2016,rough in water and waste for 2 full bathrooms. install sewage ejector pit with pump in basement. as per code.,"['rough', 'water', 'waste', 'full', 'bathrooms', 'install', 'sewage', 'ejector', 'pit', 'pump', 'basement']",2000.0,162400.0,2016
329767,5710 LEITH WALK,39.36152,-76.591566,5237068,12/21/2016,repipe water and waste for 10 fixtures  sewage ejector. gas for furnace 90k btu  and stove 40k btu as per code.,"['repipe', 'water', 'waste', 'fixtures', 'sewage', 'ejector', 'gas', 'furnace', '90k', 'btu', 'stove', '40k', 'btu']",4000.0,154933.0,2016
324130,522 S KENWOOD AVE,39.285481,-76.577132,1790032,10/03/2016,repipe water and waste for 3.5 bathrooms  kitche with dishwasher and garbage disposal  laundry box  hose bibb  (4) bathroom exhaust fans. install 80k btu furnace with duct work  2.5-ton a/c. gas line for the furnace  stove 40k btu  dryer 40k btu and water heater 40k btu  sewage ejector pump as per code.,"['repipe', 'water', 'waste', '3.5', 'bathrooms', 'kitche', 'dishwasher', 'garbage', 'disposal', 'laundry', 'box', 'hose', 'bibb', 'bathroom', 'exhaust', 'fans', 'install', '80k', 'btu', 'furnace', 'duct', '2.5-ton', 'a/c', 'gas', 'line', 'furnace', 'stove', '40k', 'btu', 'dryer', '40k', 'btu', 'water', 'heater', '40k', 'btu', 'sewage', 'ejector', 'pump']",8000.0,222400.0,2016
328747,1434 BATTERY AVE,39.273387,-76.609287,0998018,11/16/2016,install new plumbing and electric water heater. replace sanitary  water lines  and gas lines. new 15 000 btu stove and 100 000 btu furnace as per code. also 15' underground with sewage ejection pump as per code,"['install', 'plumbing', 'electric', 'water', 'heater', 'replace', 'sanitary', 'water', 'lines', 'gas', 'lines', 'btu', 'stove', 'btu', 'furnace', 'also', 'underground', 'sewage', 'ejection', 'pump']",3000.0,392400.0,2016
323287,7 N KENWOOD AVE,39.292634,-76.577617,1729004,09/20/2016,upgrade electric service to 200 amp  install 22 circuits  4 low voltage. install domestic water lines  dwv  to washer  dishwasher  3- 3 piece bath group  ice maker  2 hose bib  40 gallon water heater  sewage ejector  gas lines to furnace   stove. 2.5 ton a/c  gas furnace  ductwork throughout. as per code.,"['upgrade', 'electric', 'service', 'amp', 'install', 'circuits', 'low', 'voltage', 'install', 'domestic', 'water', 'lines', 'dwv', 'washer', 'dishwasher', '3-', 'piece', 'bath', 'group', 'ice', 'maker', 'hose', 'bib', 'gallon', 'water', 'heater', 'sewage', 'ejector', 'gas', 'lines', 'furnace', 'stove', '2.5', 'ton', 'a/c', 'gas', 'furnace', 'ductwork', 'throughout']",22500.0,284900.0,2016
325031,1632 BELT ST,39.271242,-76.605771,1941040,10/19/2016,install new bathroom in basement with sewage ejection pit and 15' off new underground piping as per code.,"['install', 'bathroom', 'basement', 'sewage', 'ejection', 'pit', 'underground', 'piping']",1000.0,288600.0,2016
328136,1618 E CLEMENT ST,39.269718,-76.59113,2005054,11/07/2016,install new plumbing fixtures and electric water heater. replace sanitary  water and gas lines with new. new 15 000 btu stove and 100 000 btu furnace. 15' underground with sewage ejection pit as per code,"['install', 'plumbing', 'fixtures', 'electric', 'water', 'heater', 'replace', 'sanitary', 'water', 'gas', 'lines', 'btu', 'stove', 'btu', 'furnace', 'underground', 'sewage', 'ejection', 'pit']",3500.0,383100.0,2016
400546,1412 MARSHALL ST,39.27391,-76.612606,0980045,03/31/2016,install as piping for range and furnace per code.  install plumbing for three 2 1/2 bath per code.  install plumbing for kitchen sink  dishwasher and icemaker per code.  install plumbing for washing machine and electric water heater per code.  install sewage pit and pump and sump pump as per code.,"['install', 'piping', 'range', 'furnace', 'install', 'plumbing', 'three', '1/2', 'bath', 'install', 'plumbing', 'kitchen', 'sink', 'dishwasher', 'icemaker', 'install', 'plumbing', 'washing', 'machine', 'electric', 'water', 'heater', 'install', 'sewage', 'pit', 'pump', 'sump', 'pump']",6450.0,363100.0,2016
240829,2925 PULASKI HWY,39.295256,-76.57522,1713153,11/19/2015,installing sewage ejector in basement and bathroom 4 fixtures. installing sump pump with drain tile as per code.,"['installing', 'sewage', 'ejector', 'basement', 'bathroom', 'fixtures', 'installing', 'sump', 'pump', 'drain', 'tile']",300.0,119433.0,2015
273284,2704 E CHASE ST,39.303793,-76.579511,1558015,04/30/2015,rough in water and waste for 1.5 bathrooms  one kitchen  one laundry. rough in gas for 1 furnace  and 1 range. reconstruct all water and sewer piping. instal one 50 gallon electric water heater. install 1 sump pump and 1 sewage ejector pump. as per code.,"['rough', 'water', 'waste', '1.5', 'bathrooms', 'one', 'kitchen', 'one', 'laundry', 'rough', 'gas', 'furnace', 'range', 'reconstruct', 'water', 'sewer', 'piping', 'one', 'gallon', 'electric', 'water', 'heater', 'install', 'sump', 'pump', 'sewage', 'ejector', 'pump']",5000.0,19000.0,2015
261832,3968 FALLS ROAD,39.336716,-76.636727,3575028,01/08/2015,amend permit com2014-15381  issued on 07/23/14 without plans to add the following additional work: install sewage ejector pit and pump as per code. original permit description:(com2014-15381)install saniflo  mascerating pump for basement bathroom - reconstruct waste & water -- kitchen sink in same room as per code,"['amend', 'com2014-15381', 'issued', '07/23/14', 'without', 'plans', 'add', 'following', 'additional', 'install', 'sewage', 'ejector', 'pit', 'pump', 'original', 'description', 'com2014-15381', 'install', 'saniflo', 'mascerating', 'pump', 'basement', 'bathroom', 'reconstruct', 'waste', 'water', '--', 'kitchen', 'sink', 'room']",2000.0,155000.0,2015
264438,307 S NEWKIRK ST,39.288841,-76.556663,6331004,02/03/2015,reconstruct water and waste for 3 toilets  3 vanitys  3 tubs  1 kitchen  1 disposer  1 dishwasher  1 washer box  2 hose bibbs  1 sump pump  1 sewage ejector pit  1 gas furnace 85k  1 stove 48k  1 electric hwh as per code. hvac by others.,"['reconstruct', 'water', 'waste', 'toilets', 'vanitys', 'tubs', 'kitchen', 'disposer', 'dishwasher', 'washer', 'box', 'hose', 'bibbs', 'sump', 'pump', 'sewage', 'ejector', 'pit', 'gas', 'furnace', '85k', 'stove', '48k', 'electric', 'hwh', 'hvac', 'others']",6000.0,150100.0,2015
264514,666 WASHINGTON BLVD,39.284054,-76.625133,0685A016,02/12/2015,reconstruct water and waste for 3 toilets  4  vanitys  1 shower  1 tub  1 kitchen sink  disposer and dishwasher  1 laundry box  1 hose bib  1 ice maker  1 sewage ejector pit  1 electric hwh  1 stove as per code.,"['reconstruct', 'water', 'waste', 'toilets', 'vanitys', 'shower', 'tub', 'kitchen', 'sink', 'disposer', 'dishwasher', 'laundry', 'box', 'hose', 'bib', 'ice', 'maker', 'sewage', 'ejector', 'pit', 'electric', 'hwh', 'stove']",8000.0,240800.0,2015
265130,2600 ORLEANS ST,39.295711,-76.580241,1674063,02/10/2015,reconstruct water and waste lines for (1) bsmt. bath (toilet  shower  sink  laundry) (2) 1st flr: kitchen sink (3) 2nd flr. bath (sink  tub  shower  toilet  bidet); repl. exist. gas furnace 80 000 btu  ac unit 36 000 btu (3.0 ton); repl. exist gas h.w.h. 40 000 btu; run new 3/4 inches gas lines to furn  h.w.h.  future stove  dryer  to exist. gas meter; ductwork modif (1 200 cfm); new sewage ejection pump and new sump pump as per code.,"['reconstruct', 'water', 'waste', 'lines', 'bsmt', 'bath', 'toilet', 'shower', 'sink', 'laundry', '1st', 'flr', 'kitchen', 'sink', '2nd', 'flr', 'bath', 'sink', 'tub', 'shower', 'toilet', 'bidet', 'repl', 'exist', 'gas', 'furnace', 'btu', 'ac', 'unit', 'btu', '3.0', 'ton', 'repl', 'exist', 'gas', 'h.w.h', 'btu', 'run', '3/4', 'inches', 'gas', 'lines', 'furn', 'h.w.h', 'future', 'stove', 'dryer', 'exist', 'gas', 'meter', 'ductwork', 'modif', 'cfm', 'sewage', 'ejection', 'pump', 'sump', 'pump']",19964.0,84400.0,2015
265646,514 E FORT AVE,39.272938,-76.606114,1931028,02/25/2015,install new plumbing fixtures and electric water heater. replace and rework sanitary and water lines. new gas lines to 15 000 btu stove and 100 000 btu furnace. 15' underground sanitary with sewage ejector pump as per code.                        * hvac by others *,"['install', 'plumbing', 'fixtures', 'electric', 'water', 'heater', 'replace', 'rework', 'sanitary', 'water', 'lines', 'gas', 'lines', 'btu', 'stove', 'btu', 'furnace', 'underground', 'sanitary', 'sewage', 'ejector', 'pump', '*', 'hvac', 'others', '*']",2500.0,370400.0,2015
266170,3509 FALLS ROAD,39.32998,-76.63463,3526033,02/18/2015,(1) full bathroom  (1) powder room  (1) kitchen sink  (1) laundry pipe  (1) sewage ejector  (1) dishwasher  reconstruct waste and water pipe as per code.,"['full', 'bathroom', 'powder', 'room', 'kitchen', 'sink', 'laundry', 'pipe', 'sewage', 'ejector', 'dishwasher', 'reconstruct', 'waste', 'water', 'pipe']",10000.0,220867.0,2015
267111,3019 ELLIOTT ST,39.279258,-76.573356,1897010,03/18/2015,gas to furnace and stove 55 kw - plumbing to (2)  3-piece bathroom. (1) powder room (2) hose bibbs  kitchen sink  dishwasher  washer box sewage ejector  electric water heater (3) ton a/c unit 80 000 btu furnace ductwork  reconstruct water and waste as per code,"['gas', 'furnace', 'stove', 'kw', 'plumbing', '3-piece', 'bathroom', 'powder', 'room', 'hose', 'bibbs', 'kitchen', 'sink', 'dishwasher', 'washer', 'box', 'sewage', 'ejector', 'electric', 'water', 'heater', 'ton', 'a/c', 'unit', 'btu', 'furnace', 'ductwork', 'reconstruct', 'water', 'waste']",14000.0,461300.0,2015
